,Unigene ID,BREAST_BT549,BREAST_HS578T,BREAST_MCF7,BREAST_MCF7ADRr,BREAST_MDAMB231,BREAST_MDAMB435,BREAST_MDAN,BREAST_T47D,CNS_SF268,CNS_SF295,CNS_SF539,CNS_SNB19,CNS_SNB75,CNS_U251,COLON_COLO205,COLON_HCC2998,COLON_HCT116,COLON_HCT15,COLON_HT29,COLON_KM12,COLON_SW620,LEUK_CCRFCEM,LEUK_HL60,LEUK_K562,LEUK_MOLT4,LEUK_RPMI8226,LEUK_SR,MELAN_LOXIMVI,MELAN_M14,MELAN_MALME3M,MELAN_SKMEL2,MELAN_SKMEL28,MELAN_SKMEL5,MELAN_UACC257,MELAN_UACC62,NSCLC_A549,NSCLC_EKVX,NSCLC_H226,NSCLC_H23,NSCLC_H322M,NSCLC_H460,NSCLC_H522,NSCLC_HOP62,NSCLC_HOP92,OVAR_IGROV1,OVAR_OVCAR3,OVAR_OVCAR4,OVAR_OVCAR5,OVAR_OVCAR8,OVAR_SKOV3,PROSTATE_DU145,PROSTATE_PC3,RENAL_7860,RENAL_A498,RENAL_ACHN,RENAL_CAKI1,RENAL_RXF393,RENAL_SN12C,RENAL_TK10,RENAL_UO31
380426,Hs.182982,-0.723,-0.567,-0.491,0.967,-0.627,-0.008,-0.486,-0.649,-0.863,-0.513,0.753,-1.174,-0.679,0.04,-1.405,-0.496,-0.087,-1.49,0.093,-1.236,0.42,-0.705,1.231,1.426,0.109,0.683,-0.469,0.104,0.805,-0.22,-0.151,0.241,0.121,-0.614,-0.062,-0.309,0.488,-1.229,0.88,0.315,-0.324,1.157,-1.081,1.751,0.138,0.273,0.103,0.339,0.386,1.058,0.431,1.358,0.358,-0.087,-0.588,-0.49,-0.328,-0.579,0.209,-1.375
380600,Hs.435735,-0.806,1.327,-0.445,-1.54,0.155,-0.721,-0.473,-0.243,0.265,2.04,0.57,1.156,1.88,1.38,-1.665,-1.585,-1.244,-1.318,-2.111,-2.026,-0.837,-1.207,-0.113,-0.071,-0.821,-0.612,-0.415,-0.782,-0.156,-1.167,-1.129,-0.316,-1.442,-0.365,-0.088,-0.997,-0.755,1.389,0.512,-0.598,-1.24,-0.709,1.344,0.187,-0.867,-0.899,-1.67,-0.865,-1.752,-1.096,0.784,-0.044,0.386,-0.596,-0.043,-1.483,1.306,-1.944,-1.626,0.465
380940,Hs.200136,-0.164,1.039,1.22,-2.867,-1.397,0.619,0.423,-0.484,-0.143,-1.421,0.189,-0.24,0.918,0.32,-0.536,1.897,-1.2,1.794,1.016,-1.373,0.035,-1.058,0.151,-1.268,-2.427,1.524,1.207,-0.837,-0.831,-0.206,-0.165,0.063,0.403,0.523,-0.791,0.369,0.538,-0.898,0.283,-0.876,0.914,0.409,0.058,-1.423,0.173,-0.585,-1.143,-0.274,-2.307,-3.484,-0.613,-1.676,-1.687,-1.922,-0.712,0.011,0.774,-0.331,-0.958,0.773
381523,Hs.472330,1.021,1.341,0.116,-0.273,0.481,1.442,1.065,0.553,1.272,0.685,0.884,0.517,1.687,0.535,0.199,-0.119,-0.063,-0.077,-0.042,0.378,-0.189,-0.311,-0.338,-2.373,0.134,-0.023,0.103,0.038,1.293,0.911,1.32,0.912,-0.034,0.569,1.017,0.565,0.784,0.369,1.627,0.87,0.96,-0.563,-0.116,1.716,0.819,0.728,-0.686,1.254,0.182,-0.054,-0.254,-0.375,0.921,0.743,0.162,-0.042,1.419,0.455,0.942,1.078
381522,Hs.504517,0.521,0.407,-0.785,1.959,-0.244,-0.121,-0.265,0.091,1.009,0.199,0.762,0.496,-0.005,0.49,-0.444,0.241,-0.146,0.132,-0.132,0.303,1.275,0.579,0.487,-0.272,-0.314,1.497,0.441,-0.603,0.025,0.528,0.502,1.159,-0.189,0.094,0.442,-0.33,0.31,1.565,0.285,0.197,-0.053,-0.365,0.065,0.1,0.413,-0.159,0.195,-0.322,2.096,-0.149,0.684,-0.576,0.571,-0.279,-0.165,-0.351,0.56,0.229,-0.356,0.719
381819,Hs.203637,-1.434,-1.863,-0.395,-0.072,-0.602,-1.458,-1.811,0.522,-1.281,-0.757,-1.188,-0.306,-1.136,0.378,2.058,1.591,0.04,0.54,0.703,2.448,0.888,-0.185,-0.842,-0.854,-0.093,-0.671,-1.089,-0.989,-1.78,-1.185,-1.167,-1.352,-1.561,-1.355,-1.524,-0.023,-0.133,-1.695,-1.049,1.971,-0.363,-0.929,-0.489,-0.1,0.795,-2.511,0.807,1.257,-0.246,0.429,0.418,-0.134,0.232,-1.373,0.297,-0.504,-0.922,-1.007,0.004,0.373
381722,Hs.472475,-0.146,0.463,-1.331,-0.571,-0.734,-0.653,-0.899,-2.678,0.214,-0.617,-0.154,0.22,0.558,0.295,0.211,-1.603,-1.068,-0.875,-1.349,-1.021,-0.396,0.277,-0.82,-0.217,-1.59,-1.434,0.233,-0.208,0.219,-1.078,-1.01,-0.368,-0.992,-0.266,-0.545,-0.474,0.992,1.416,-1.348,-0.529,-1.704,2.323,0.415,-0.805,-0.297,-1.194,0.261,1.015,-0.038,0.754,-0.732,-0.092,-0.139,0.156,0.303,0.099,-0.524,0.363,1.141,0.246
381663,Hs.459940,-1.586,-0.085,0.518,0.628,-0.191,1.37,1.701,0.82,-1.267,-0.108,-1.036,0.19,-0.329,-0.102,0.536,-1.246,-0.237,0.112,0.365,-0.665,-1.096,-3.112,-0.299,-1.89,-3.334,1.504,-0.005,-2.893,0.46,-0.939,2.132,1.873,1.172,1.158,1.665,1.108,1.452,0.581,-0.659,1.677,0.694,-1.623,-1.007,-0.587,-0.317,0.096,0.44,-0.029,0.334,0.504,-0.251,-2.614,1.21,1.938,0.096,1.711,0.472,1.563,1.891,0.739
415303,Hs.498727,0.326,-0.231,-1.566,-0.26,-1.641,-0.797,-1.243,0.387,-0.319,-1.058,1.214,0.171,0.709,0.824,-0.473,-0.453,-1.237,-0.445,-0.778,-0.773,-2.151,-1.335,-0.076,-0.941,-1.666,-0.388,-5.604,-1.724,0.227,-1.108,-1.015,-0.706,-1.697,-0.377,-1.3,-2.316,0.459,-0.085,-1.57,-1.101,-1.888,-1.783,-0.593,-1.551,-0.194,1.472,0.915,-1.152,0.757,0.212,-0.942,-0.504,0.471,1.019,0.972,0.693,0.026,-0.659,1.344,1.263
415327,Hs.9333,-0.466,0.091,1.156,-0.418,0.372,0.631,0.713,-0.651,-1.396,0.098,-0.034,0.624,0.129,1.183,0.241,0.204,0.199,1.151,1.23,1.277,1.681,-0.241,-0.129,-0.084,-0.823,-0.336,0.803,0.399,1.127,0.835,0.652,1.279,1,1.12,0.262,1.688,1.959,0.465,1.554,1.033,0.913,0.412,0.261,-0.727,0.378,-0.832,-0.141,1.639,-0.3,0.123,0.884,-0.136,0.131,0.03,-0.778,-0.728,0.611,-0.533,0.414,-0.614
415153,Hs.465413,-0.894,-0.679,1.03,-0.232,-0.707,-0.001,-0.74,1.238,0.148,-2.895,-0.021,-0.833,0.309,-0.853,1.218,0.932,-0.757,1.216,0.54,0.427,-1.145,-4.103,0.465,-1.38,-1.315,-2.475,-3.848,0.556,-0.407,-0.387,0.022,-0.098,-0.08,-2.369,-0.649,1.143,-0.219,-1.437,-0.743,0.192,0.532,0.139,-1.334,1.287,0.232,0.271,0.329,-0.748,-0.497,-2.997,-0.234,0.183,-2.071,0.785,0.806,0.623,0.371,0.385,0.877,-0.003
415605,Hs.26139,0.813,1.627,-0.746,-0.169,-0.159,1.321,1.372,0.522,1.12,0.703,0.381,0.245,2.081,1.322,1.263,1.707,0.786,0.367,3.038,2.153,1.639,-4.569,-2.472,-3.562,-3.647,-2.451,-4.296,-1.187,2.25,1.912,1.754,1.715,2.668,1.708,1.766,0.135,0.333,-0.95,-1.002,3.022,-1.386,-3.305,0.601,1.123,-2.54,-0.496,-2.344,1.225,-0.858,-0.614,-0.568,1.152,-0.015,0.139,0.157,-0.573,-0.215,-4.512,0.982,1.028
415693,Hs.186756,-0.421,1.663,-1.369,0.084,0.879,-0.964,-1.466,-1.238,1.767,0.376,1.205,-0.304,0.196,-0.132,-1.602,0.032,-0.603,-0.531,-1.023,0.842,-1.245,1.133,-3.088,-2.779,-0.141,-0.184,-1.514,0.446,-0.615,-1.138,-1.608,-0.782,-2.591,-1.298,-0.88,0.619,0.216,0.704,-2.287,-2.199,-0.419,-1.929,0.083,-1.354,1.732,-0.542,-0.096,0.227,0.729,1.557,-0.233,-0.041,0.673,1.161,2.048,1.293,1.313,0.958,0.401,2.081
415621,Hs.71465,1.565,1.027,0.646,1.094,-2.117,-0.304,-0.206,0.426,-0.414,-0.106,1.893,-0.893,0.049,-1.152,-0.208,0.439,0.021,0.346,1.814,0.689,-1.249,0.146,-0.085,0.711,0.656,0.678,-6.102,-0.081,0.155,-0.18,-0.264,-0.209,-0.238,-0.002,-0.449,-0.131,0.354,-0.13,0.615,1.051,-0.276,-0.992,-0.007,-0.671,2.037,-0.651,-0.209,0.854,0.478,-0.198,0.081,0.059,1.283,0.307,-0.432,0.162,0.788,0.031,-0.173,0.478
416134,Hs.371147,-1.224,-3.157,-3.871,-1.954,-5.397,-1.246,-1.972,-3.819,-0.658,-2.122,-0.258,-2.684,0.081,-2.624,-4.176,-2.392,-2.814,-2.347,-3.57,3.195,-4.453,-4.031,-2.289,-2.448,-3.862,-1.753,-4.758,-1.992,-0.062,2.52,-2.913,-2.468,-4.534,1.479,-2.679,-2.753,-2.242,2.988,-3.305,-2.569,-3.415,-4.051,-1.312,-2.103,-2.876,-3.842,-2.901,-3.402,0.107,-3.313,-2.604,-2.801,-3.266,-1.439,-3.446,0.767,-3.032,-4.793,-2.621,1.553
416193,Hs.78183,0.278,-1.26,0.027,-0.712,-1.982,-1.081,-0.291,-0.665,-0.992,-1.043,0.27,-0.571,-1.039,-0.404,1.687,0.482,-0.596,-0.002,0.703,0.613,0.625,0.933,1.384,-0.281,0.783,-0.39,0.44,-1.2,-0.411,-0.199,-0.965,-0.857,-0.934,-0.043,-1.464,-1.092,-0.574,-0.816,0.028,-0.79,-0.536,0.534,-0.537,-0.097,-0.782,0.294,-0.473,-0.51,-0.299,-0.804,-0.712,-0.411,-1.089,-0.013,-0.519,-0.043,-0.018,-0.545,-0.77,-0.666
416347,Hs.120950,-4.581,-3.781,-4.53,-5.195,-5.674,-5.295,-5.276,-4.776,-5.373,-3.57,-5.836,-4.656,-3.591,-4.384,-4.029,-3.513,-4.297,-4.586,-4.428,-3.218,-5.303,-4.79,-3.213,3.023,-4.274,-3.051,-5.036,-2.24,-3.993,-3.752,-3.89,-5.017,-4.978,-4.155,-4.68,-3.789,-4.479,-4.692,-4.146,-4.693,-4.341,-5.234,-4.514,-5.597,-3.792,-4.395,-3.579,-4.459,-5.531,-3.428,-3.989,-2.196,-4.346,-3.703,-3.83,-2.687,-4.538,-5.377,-5.352,-5.001
416227,Hs.288798,0.378,2.101,-0.709,0.544,0.016,0.923,1.019,-0.112,-0.023,-0.03,1.551,-0.815,0.192,-0.305,-0.307,-0.439,-0.146,-0.9,-0.944,-0.454,-0.917,0.161,-0.535,0.136,0.043,-0.96,-0.046,0.397,1.357,1.517,1.371,0.865,1.306,1.447,1.339,-0.466,0.539,-0.046,-0.092,-0.864,-0.136,1.147,0.095,0.28,0.343,-0.489,-1.283,-0.693,0.866,0.313,0.573,-0.588,0.07,0.288,0.936,0.467,0.891,0.327,-0.116,0.122
416831,Hs.187199,0.912,-1.18,-0.382,0.403,-1.064,-2.45,-2.19,1.24,-1.462,0.024,-0.605,-0.522,0.153,0.232,-0.504,-0.64,-0.552,-0.208,0.293,-0.928,0.381,-0.188,-0.454,0.089,-1.043,0.519,-1.851,0.243,-0.856,-1.328,-1.927,-0.867,-1.141,-0.254,-1.241,-0.449,-0.696,0.82,-0.886,-0.112,-0.546,0.453,-0.022,-0.069,-0.553,0.87,0.108,0.573,0.376,-0.039,0.105,-0.855,0.041,-1.193,-1.858,-0.422,0.507,0.543,0.108,-0.68
417226,Hs.202453,-0.076,-1.096,-0.239,-0.612,-0.941,-1.026,-1.214,-2.183,-1.889,-2.047,-1.254,-2.351,-2.231,-1.998,-0.695,-0.35,-0.367,-0.778,-0.885,-0.644,0.038,0.224,2.234,0.282,1.183,1.37,-0.479,-0.235,-1.121,-1.185,-2.066,-0.821,-0.262,-0.716,-0.783,-0.949,-1.716,-1.179,-0.745,-1.406,-0.503,-0.705,-1.529,-1.037,-0.594,0.642,-1.615,-1.403,-1.117,-1.014,-1.761,1.565,-1.189,-1.312,-0.769,-0.404,-0.729,-0.937,-0.868,-0.743
417218,Hs.20084,1.264,0.886,-0.648,1.88,1.769,-0.175,-0.289,-1.432,0.364,0.139,1.788,-1.075,0.017,-0.531,-2.389,-2.292,-1.173,-0.867,-5.06,-1.441,-2.089,-1.779,-1.799,-2.463,-1.349,-1.641,-0.988,2.232,-0.606,2.148,1.105,0.907,-0.991,0.079,2.231,-1.233,-0.518,0.579,-0.911,0.59,0.441,-1.957,1.295,-0.858,-1.443,1.632,-1.106,0.295,1.851,0.042,0.596,-0.499,0.989,-1.11,0.995,0.52,0.603,1.235,1.438,1.853
416978,Hs.546526,0.421,1.62,-0.14,0.611,-0.287,0.589,-0.023,-0.167,0.014,-1.226,1.331,-1.43,1.419,-0.812,-1.476,-0.823,-0.591,-0.53,-1.303,-0.781,-0.948,-2.173,-0.732,-0.575,-1.686,-1.063,-0.748,0.798,0.208,0.208,-0.811,-0.539,-0.808,-0.353,0.954,-0.929,0.193,0.758,0.67,-0.279,-0.186,0.023,-0.399,-0.672,-0.179,0.357,-0.13,0.476,0.664,-0.109,-0.074,-1.007,-0.008,0.269,-0.246,-0.155,0.627,-0.217,0.397,0.253
417475,Hs.517338,-0.244,0.52,-0.078,-0.115,-0.071,1.473,1.505,-0.09,0.264,0.551,0.924,-0.261,0.616,0.503,0.372,0.49,0.301,0.206,-0.221,0.325,-0.567,0.177,-0.391,0.275,-0.325,-1.196,0.049,-0.704,1.354,1.606,0.044,2.307,1.248,0.994,1.248,-0.491,0.672,-0.563,-0.072,1.263,-0.059,-0.097,0.113,0.315,-0.344,0.014,0.72,-0.509,-0.241,-0.143,1.136,-0.248,0.026,0.461,0.335,0.15,0.214,1.057,0.279,0.453
418004,Hs.380403,0.532,-0.741,0.292,-1.045,0.373,0.205,0.326,-0.207,-1.243,-0.691,-0.631,0.113,-0.183,-0.289,-0.811,-0.225,0.344,0.792,-0.452,0.582,-0.013,0.801,-0.322,0.759,0.97,-0.424,1.034,0.469,-0.19,-0.499,0.007,-0.26,-0.426,-0.808,-0.758,-0.195,0.977,-0.183,0.813,0.682,-1.453,-0.236,0.108,0.381,-0.598,-0.539,-0.096,-0.14,-1.472,0.287,1.751,1.555,0.462,-0.368,-0.189,-0.044,0.525,1.511,-0.31,0.063
417819,Hs.527412,1.054,0.611,-0.299,-1.087,-1.265,2.02,2.046,1.285,-0.494,-0.046,0.121,-0.234,-0.271,0.613,-0.045,0.402,-0.195,0.381,-0.082,0.546,-0.078,-0.592,-0.662,-0.3,-1.292,0.536,-0.001,-1.654,1.192,2.601,2.226,2.29,3.466,2.233,1.725,0.132,0.452,-1.293,-0.522,0.584,0.126,-0.218,-1.065,-0.643,-0.377,1.96,0.874,-0.917,-0.583,0.175,0.432,-0.766,-0.118,-0.439,-0.2,0.269,-0.273,-0.599,-0.484,-0.387
417970,Hs.519346,1.533,0.071,-1.08,1.399,0.322,-0.558,0.048,-0.152,-1.131,-0.285,-0.33,-0.466,-0.014,1.098,0.431,0.478,-0.46,0.31,1.111,0.941,0.531,0.659,-1.393,-0.333,0.363,-0.333,0.123,0.677,0.37,-0.429,-0.203,0.541,0.794,0.029,-0.78,-0.61,-0.615,0.065,-0.075,0.724,-0.075,-0.073,-0.855,-0.584,-0.049,-0.373,-0.976,0.708,0.166,-0.522,1.531,-1.267,-0.458,0.804,0.63,1.504,-0.707,2.342,0.749,0.5
418212,Hs.76480,-0.755,0.402,-1.667,-0.227,0.394,1.011,0.684,-1.5,0.002,0.685,-0.331,0.8,0.613,0.267,-2.444,-1.588,-1.058,-2.53,-1.946,-2.448,-0.966,-0.592,-1.041,-1.778,0.619,-0.085,0.036,-0.659,0.678,-0.321,-0.088,-0.677,0.677,0.223,-0.338,2.041,1.267,0.248,0.093,-1.082,1.281,-0.104,0.199,-2.878,-0.477,-0.752,-0.142,-0.72,-0.024,0.507,-0.328,-1.414,1.834,2.562,2.078,1.702,2.198,0.492,3.111,1.319
418239,Hs.521212,-1.082,0.429,-3.733,-0.021,0.464,0.754,0.785,-3.246,-0.051,0.639,-0.09,0.907,0.118,0.06,-4.031,-1.99,-1.444,-2.914,-3.97,-2.773,-1.153,-0.774,-1.527,-3.892,0.65,-0.173,0.123,-0.882,-0.099,-0.672,-0.08,-0.707,-0.026,0.003,-0.116,2.255,1.433,0.323,-0.032,-1.268,0.919,-0.169,0.296,-2.179,-0.582,-0.179,-0.289,-0.788,0.04,0.833,-0.158,-3.674,2.298,2.873,2.574,2.277,2.788,0.491,3.298,1.542
418274,Hs.486548,-2.617,-4.118,0.097,-2.648,-4.687,-4.021,-3.77,-0.06,-3.957,-2.261,-2.951,-2.383,-2.666,-1.423,2.716,1.302,-0.225,0.754,0.349,0.951,0.142,-2.563,-1.418,-1.37,-3.182,-1.398,-1.814,-2.745,-2.564,-2.618,-2.943,-1.653,0.658,-0.937,-2.801,0.929,0.726,-1.217,-1.03,0.544,1.524,-2.546,-2.448,-3.265,-0.643,0.127,-0.155,-1.141,-2.681,-2.126,-1.725,-0.626,-1.566,-1.798,-1.228,-2.008,-2.297,-4.512,-0.381,-1.706
418200,Hs.433888,1.782,0.197,-1.104,1.308,0.016,-0.863,-0.14,-0.139,-1.034,-0.138,-0.325,-0.624,-0.146,0.841,0.35,0.378,-0.438,0.158,1.085,0.682,0.541,0.561,-1.286,-0.185,0.313,-0.038,0.319,0.764,0.293,-0.71,-0.035,0.57,0.261,-0.077,-0.776,-0.458,-0.426,0.22,-0.127,0.561,-0.456,-0.14,-0.927,-0.964,-0.186,-0.367,-0.758,0.531,0.373,-0.492,1.651,-1.235,-0.603,0.754,0.404,1.426,0.156,1.787,0.845,0.554
428443,Hs.489646,-0.378,1.074,-0.996,-0.309,-0.364,0.114,-0.279,-1.357,-1.998,1.504,-0.763,-1.065,1.274,-0.162,-1.327,-0.553,-2.195,-0.689,-1.68,-0.174,-2.019,-3.924,-3.278,-3.175,-4.536,-3.447,-3.793,0.204,0.399,0.531,0.031,-0.158,-0.471,-0.743,1.32,0.841,-0.002,-0.785,0.761,-0.8,0.606,-5.149,0.731,0.919,0.203,0.038,0.501,1.692,-0.633,-0.899,-2.369,0.331,-0.168,-0.012,0.904,0.94,0.635,-1.259,0.094,1.649
428740,Hs.55220,0.075,0.783,-2.765,0.968,0.666,-0.638,-0.369,-3.031,-0.842,-0.101,0.698,0.595,-1.189,0.264,-0.256,0.628,0.404,0.017,-0.095,-0.691,-0.1,-0.05,0.085,0.911,0,0.109,-0.428,-1.608,-2.719,-1.342,-1.321,-0.509,-0.792,-0.043,-0.677,0.123,-0.738,-0.114,-1.032,-0.195,0.469,0.06,0.835,-0.512,1.197,-0.504,0.287,-0.367,0.353,-0.113,0.926,0.458,0.787,-0.291,0.082,0.171,0.105,1.229,0.367,0.322
429064,Hs.504828,0.004,-0.316,-0.709,0.194,0.526,0.179,0.071,-1.417,0.703,0.038,0.581,-0.284,-0.308,0.436,-0.651,0.189,0.271,0.623,0.107,0.613,0.808,0.536,0.125,0.016,0.545,0.046,0.27,0.824,-0.254,-0.125,0.227,-0.467,0.048,-0.04,0.41,0.219,0.194,0.616,0.729,2.188,-0.144,0.164,1.614,-0.256,0.632,0.352,0.206,-0.257,0.363,-0.217,0.33,-0.045,0.487,0.561,1.217,0.503,0.285,1.262,1.03,1.48
428938,Hs.291196,-1.185,-0.228,-1.654,-0.86,-0.127,-1.403,-1.3,-1.161,-1.445,0.744,0.802,0.361,0.464,0.925,0.107,-0.094,-0.457,-0.469,0.758,2.312,-1.115,-1.119,-2.365,-0.753,-2.682,-2.088,-3.084,0.715,-1.781,-1.178,-0.498,-2.231,-1.316,-2.63,-1.144,0.706,0.819,1.165,0.044,0.057,1.209,-1.762,1.068,0.937,0.312,-2.377,-0.265,1.757,-0.951,0.09,0.745,-0.084,0.527,1.336,1.001,0.565,0.465,1.354,0.938,0.26
429074,Hs.188614,-0.913,-0.164,-0.303,0.725,0.473,0.412,0.393,-0.789,-0.13,0.281,0.609,-3.634,-0.789,-3.069,0.317,-0.155,-0.049,-0.051,0.099,0.08,0.606,0.141,-1.191,-0.017,-0.277,-2.542,-0.795,2.153,0.607,2.251,-0.051,0.566,2.069,1.629,0.038,-0.515,0.692,-0.88,0.409,2.041,1.152,-1.366,0.588,0.547,0.376,-0.238,-0.637,0.066,0.153,-0.031,-0.804,-0.452,0.368,-0.115,0.602,0.239,1.222,-0.059,1.171,0.387
429133,Hs.438072,0.877,0.772,0.908,0.4,0.254,-1.192,-1.268,1.125,0.125,0.234,2.228,0.185,0.383,1.513,-0.022,0.114,0.355,0.782,0.556,-0.24,0.859,0.197,-1.594,-0.228,-1.247,-0.171,0.4,-0.288,-0.104,-0.365,0.497,-0.032,0.299,0.253,0.265,0.006,0.64,0.919,1.598,1.677,-0.181,-0.101,0.52,1.634,0.453,0.292,0.205,1.354,1.242,0.09,0.35,0.815,0.221,0.679,0.487,0.164,0.474,0.133,0.38,0.622
429112,Hs.498397,0.01,-0.467,-1.997,1.565,0.867,-4.109,-3.935,-0.222,0.923,0.004,0.807,0.473,0.747,0.188,0.41,-1.412,-3.388,0.442,0.295,-0.673,0.028,1.111,-0.026,0.617,1.27,-2.11,1.15,-0.224,-0.303,1.733,1.814,0.278,0.481,-0.626,0.895,0.593,0.896,-0.21,-0.094,1.286,2.029,1.306,1.036,1.354,-0.31,-0.157,0.38,-0.019,1.204,-0.302,0.666,0.755,0.629,-1.03,1.566,1.12,-0.044,0.486,0.94,0.164
429002,Hs.128275,-0.517,-0.137,0.217,0.823,0.812,0.34,0.34,-0.208,0.088,0.364,1.08,-0.709,-0.392,-0.546,0.34,-0.129,0.274,-0.407,0.209,-0.276,0.595,0.222,-0.391,-0.246,0.185,-1.596,-0.283,1.75,0.539,1.548,-0.133,0.664,1.39,1.401,0.201,0.301,0.413,-0.501,0.648,1.459,0.725,0.115,0.513,1.038,0.278,-0.004,-0.518,0.503,0.065,0.12,-0.316,0.151,0.346,-0.095,0.687,0.071,1.004,0.457,0.619,0.792
429288,Hs.155097,-4.663,-5.397,-4.48,-4.331,-7.07,-7.312,-6.831,-5.249,-6.233,-3.771,-6.711,-4.81,-4.857,-5.309,-5.177,-2.839,-1.987,-2.355,-5.107,-1.715,-5.065,-5.582,-1.253,-5.734,-5.601,-4.731,-0.553,-4.231,-4.742,-3.811,-5.016,-4.626,-4.29,-3.569,-5.123,-3.396,-1.327,-4.806,-2.916,-3.619,-2.893,-5.276,-4.526,-6.08,0.406,0.145,-1.152,-2.575,-5.06,-0.866,-3.434,-4.505,-0.995,-0.77,-3.318,-1.809,-2.825,-7.066,-1.536,-2.796
429494,,-0.493,-0.938,-2.883,-0.333,-1.395,0.239,-0.047,-2.259,-0.74,0.09,-0.664,-0.098,-1.242,0.082,-1.059,0.723,0.779,0.294,0.331,-0.949,0.278,-1.616,0.376,0.87,-0.336,-0.027,-1.899,0.123,-0.131,-0.616,0.451,0.801,0.254,0.166,0.95,0.412,-0.086,-0.34,1.086,1.442,0.092,1.143,0.332,0.726,1.536,1.058,0.45,1.057,-2.402,-0.925,-1.256,0.45,-0.251,0.703,0.591,-0.088,0.306,-0.828,-0.857,1.049
429392,Hs.292457,0.563,0.317,-0.005,1.859,-0.014,-0.963,-0.396,0.107,-0.204,-0.605,-1.334,-0.972,-0.468,-1.506,-0.273,-0.85,0.229,-0.937,-2.619,1.556,0.69,0.779,0.22,1.617,1.145,-0.461,1.394,-0.175,-1.289,-1.042,0.188,-1.458,1.148,0.507,-0.039,1.096,-0.724,0.652,0.574,-0.487,0.713,-0.922,-0.484,0.624,0.743,-0.147,-0.178,-0.311,1.623,-1.38,0.455,-0.712,0.906,-1.304,-0.628,0.313,0.267,0.453,0.121,-0.051
429554,Hs.279583,0.004,-0.562,0.439,-0.248,-0.327,1.489,1.599,0.27,0.432,-0.385,-0.047,-0.076,0.895,0.343,0.372,0.323,-0.325,-0.089,0.595,0.057,0.24,0.718,-0.139,-0.045,0.716,0.729,0.341,0.581,1.542,0.079,0.127,1.337,2.761,0.922,0.897,-0.133,0.265,0.461,0.329,0.757,0.36,0.42,-0.085,-0.235,0.615,-0.386,0.474,0.817,-0.474,0.576,-0.305,0.487,0.432,0.39,0.457,0.408,0.193,0.892,0,0.373
429460,Hs.524418,-1.05,-0.75,-0.386,0.6,0.029,0.09,0.303,-1.39,-0.308,-0.735,-1.813,-0.486,-1.882,-0.67,-0.978,0.071,-0.164,0.168,-0.31,-0.037,-0.99,-0.188,0.134,0.898,-0.939,0.544,-0.091,1.831,-0.417,-0.283,0.288,0.641,0.987,0.814,0.088,0.466,1.47,-0.737,1.156,0.658,0.229,-0.293,-0.331,0.383,-0.352,-0.289,0.891,-0.492,0.037,-0.088,-1.327,-0.827,0.692,0.125,0.375,-0.523,0.926,-0.665,0.094,-0.342
429667,Hs.487046,2.549,-0.337,-1.32,-1.88,-1.715,-0.48,0,-1.352,-0.818,-1.12,-1.355,-0.434,-0.683,-0.725,-1.655,-0.68,-0.315,-0.389,-1.118,0.553,-0.788,-0.51,-1.216,-0.157,-1.529,-0.558,-0.054,0.861,-1,-1.054,-1.081,-0.497,0.167,-0.862,-0.622,-0.748,0.797,2.471,-0.872,-0.636,-0.639,-0.685,-1.812,-1.721,0.933,-0.817,-0.591,-1.373,-1.952,-0.568,-0.787,-0.493,0.545,0.709,-0.99,-0.811,0.651,-1.714,1.157,-0.746
429771,Hs.76392,-4.641,-4.293,-5.199,-5.073,-6.048,-0.275,-1.172,-5.175,-5.556,-3.917,-3.217,-4.585,-3.903,-4.97,1.948,3.534,-3.793,-4.467,1.822,1.646,-5.291,-5.561,-3.871,-2.551,-4.665,-3.872,-5.383,-4.072,-2.429,-1.726,-2.243,0.059,-4.583,-0.974,-2.601,4.22,1.481,-3.484,-6.015,-4.072,0.922,4.999,-5.148,-6.133,0.932,-1.401,-3.362,-4.067,-5.787,-4.109,-3.825,-3.113,0.242,3.999,2.538,2.366,-3.907,-5.411,-4.853,-1.355
429835,Hs.270291,-0.144,0.349,-1.079,-0.285,-0.344,-1.11,-1.499,-1.306,-1.121,-0.421,-1.234,0.97,-0.094,-0.55,-0.025,-0.244,-0.97,-0.862,-0.571,-0.213,-0.931,-1.851,-0.934,-0.984,-2.631,-1.914,-0.693,-0.295,-0.832,-0.436,-1.016,0.16,-1.99,-1.306,-0.529,0.951,-0.036,0.307,-2.14,-0.565,-1.376,-2.078,0.371,-0.579,-0.261,0.762,1.284,-0.148,0.179,0.237,-0.168,-0.903,-0.59,0.59,-0.687,-0.344,-0.252,0.408,-0.307,-0.437
429623,Hs.417157,0.531,0.47,-2.64,1.318,-0.306,-1.078,-0.925,-0.613,0.909,1.22,0.475,-0.204,0.604,1.052,-1.299,-0.969,-2.111,-2.132,-1.794,-2.499,-2.046,-2.937,-3.856,-1.416,-3.433,-2.453,-0.99,1.047,-0.154,-0.611,-0.708,-0.895,-0.637,-0.72,-0.206,0.242,0.052,1.948,-0.204,-0.801,-0.091,-0.425,0.484,-0.452,-0.482,-1.77,0.004,-0.459,1.455,0.097,0.449,-0.578,-0.116,1.339,0.253,-0.423,0.699,0.333,-0.085,0.506
